CVE,Vendor,Product,Name,Added,Description,Action,Due,RansomwareCampaign,Notes,CVSS2,CVSS3x,EPSS,Percentile,KEVPercentile
CVE-2014-0196,Linux,Kernel,Linux Kernel Race Condition Vulnerability,5/12/2023,Linux Kernel contains a race condition vulnerability within the n_tty_write function that allows local users to cause a denial-of-service (DoS) or gain privileges via read and write operations with long strings.,The impacted product is end-of-life and should be disconnected if still in use.,6/2/2023,Unknown,https://lkml.iu.edu/hypermail/linux/kernel/1609.1/02103.html,6.9,,0.01914,0.87338,0.59931
CVE-2010-3904,Linux,Kernel,Linux Kernel Improper Input Validation Vulnerability,5/12/2023,Linux Kernel contains an improper input validation vulnerability in the Reliable Datagram Sockets (RDS) protocol implementation that allows local users to gain privileges via crafted use of the sendmsg and recvmsg system calls.,The impacted product is end-of-life and should be disconnected if still in use.,6/2/2023,Unknown,https://lkml.iu.edu/hypermail/linux/kernel/1601.3/06474.html,7.2,,0.00088,0.37255,0.51902
CVE-2015-5317,Jenkins,Jenkins User Interface (UI),Jenkins User Interface (UI) Information Disclosure Vulnerability,5/12/2023,"Jenkins User Interface (UI) contains an information disclosure vulnerability that allows users to see the names of jobs and builds otherwise inaccessible to them on the ""Fingerprints"" pages.",Apply updates per vendor instructions.,6/2/2023,Unknown,https://www.jenkins.io/security/advisory/2015-11-11/,5,,0.04876,0.91995,0.62853
CVE-2016-3427,Oracle,Java SE and JRockit,Oracle Java SE and JRockit Unspecified Vulnerability,5/12/2023,"Oracle Java SE and JRockit contains an unspecified vulnerability that allows remote attackers to affect confidentiality, integrity, and availability via vectors related to Java Management Extensions (JMX). This vulnerability can be exploited through sandboxed Java Web Start applications and sandboxed Java applets. It can also be exploited by supplying data to APIs in the specified component without using sandboxed Java Web Start applications or sandboxed Java applets, such as through a web service.",Apply updates per vendor instructions.,6/2/2023,Unknown,https://www.oracle.com/security-alerts/cpuapr2016v3.html,10,9,0.07563,0.93503,0.64406
CVE-2016-8735,Apache,Tomcat,Apache Tomcat Remote Code Execution Vulnerability,5/12/2023,Apache Tomcat contains an unspecified vulnerability that allows for remote code execution if JmxRemoteLifecycleListener is used and an attacker can reach Java Management Extension (JMX) ports. This CVE exists because this listener wasn't updated for consistency with the Oracle patched issues for CVE-2016-3427 which affected credential types.,Apply updates per vendor instructions.,6/2/2023,Unknown,https://tomcat.apache.org/security-9.html,7.5,9.8,0.25115,0.96244,0.70778
CVE-2004-1464,Cisco,IOS,Cisco IOS Denial-of-Service Vulnerability,5/19/2023,"Cisco IOS contains an unspecified vulnerability that may block further telnet, reverse telnet, Remote Shell (RSH), Secure Shell (SSH), and in some cases, Hypertext Transport Protocol (HTTP) access to the Cisco device.",Apply updates per vendor instructions.,6/9/2023,Unknown,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20040827-telnet,5,,0.01795,0.86793,0.59743
CVE-2016-6415,Cisco,"IOS, IOS XR, and IOS XE","Cisco IOS, IOS XR, and IOS XE IKEv1 Information Disclosure Vulnerability",5/19/2023,"Cisco IOS, IOS XR, and IOS XE contain insufficient condition checks in the part of the code that handles Internet Key Exchange version 1 (IKEv1) security negotiation requests. contains an information disclosure vulnerability in the Internet Key Exchange version 1 (IKEv1) that could allow an attacker to retrieve memory contents. Successful exploitation could allow the attacker to retrieve memory contents, which can lead to information disclosure.",Apply updates per vendor instructions.,6/9/2023,Unknown,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20160916-ikev1,5,7.5,0.97318,0.99864,1.00000
CVE-2023-21492,Samsung,Mobile Devices,Samsung Mobile Devices Insertion of Sensitive Information Into Log File Vulnerability,5/19/2023,"Samsung mobile devices running Android 11, 12, and 13 contain an insertion of sensitive information into log file vulnerability that allows a privileged, local attacker to conduct an address space layout randomization (ASLR) bypass.",Apply updates per vendor instructions.,6/9/2023,Unknown,https://security.samsungmobile.com/securityUpdate.smsb,,4.4,0.00083,0.34628,0.51485
CVE-2023-32409,Apple,Multiple Products,Apple Multiple Products WebKit Sandbox Escape Vulnerability,5/22/2023,"Apple iOS, iPadOS, macOS, tvOS, watchOS, and Safari WebKit contain an unspecified vulnerability that can allow a remote attacker to break out of the Web Content sandbox.",Apply updates per vendor instructions.,6/12/2023,Unknown,"https://support.apple.com/HT213757, https://support.apple.com/HT213758, https://support.apple.com/HT213761, https://support.apple.com/HT213762, https://support.apple.com/HT213764, https://support.apple.com/HT213765",,8.6,0.00851,0.80395,0.58332
CVE-2023-28204,Apple,Multiple Products,Apple Multiple Products WebKit Out-of-Bounds Read Vulnerability,5/22/2023,"Apple iOS, iPadOS, macOS, tvOS, watchOS, and Safari WebKit contain an out-of-bounds read vulnerability that may disclose sensitive information.",Apply updates per vendor instructions.,6/12/2023,Unknown,"https://support.apple.com/HT213757, https://support.apple.com/HT213758, https://support.apple.com/HT213761, https://support.apple.com/HT213762, https://support.apple.com/HT213764, https://support.apple.com/HT213765",,6.5,0.00147,0.50660,0.53576
CVE-2023-32373,Apple,Multiple Products,Apple Multiple Products WebKit Use-After-Free Vulnerability,5/22/2023,"Apple iOS, iPadOS, macOS, tvOS, watchOS, and Safari WebKit contain a use-after-free vulnerability that leads to code execution.",Apply updates per vendor instructions.,6/12/2023,Unknown,"https://support.apple.com/HT213757, https://support.apple.com/HT213758, https://support.apple.com/HT213761, https://support.apple.com/HT213762, https://support.apple.com/HT213764, https://support.apple.com/HT213765",,8.8,0.00111,0.44176,0.52917
CVE-2023-2868,Barracuda Networks,Email Security Gateway (ESG) Appliance,Barracuda Networks ESG Appliance Improper Input Validation Vulnerability,5/26/2023,"Barracuda Email Security Gateway (ESG) appliance contains an improper input validation vulnerability of a user-supplied .tar file, leading to remote command injection.",Apply updates per vendor instructions.,6/16/2023,Unknown,https://status.barracuda.com/incidents/34kx82j5n4q9,,9.8,0.03848,0.91056,0.62025
CVE-2023-28771,Zyxel,Multiple Firewalls,Zyxel Multiple Firewalls OS Command Injection Vulnerability,5/31/2023,"Zyxel ATP, USG FLEX, VPN, and ZyWALL/USG firewalls allow for improper error message handling which could allow an unauthenticated attacker to execute OS commands remotely by sending crafted packets to an affected device.",Apply updates per vendor instructions.,6/21/2023,Unknown,https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-remote-command-injection-vulnerability-of-firewalls,,9.8,0.92380,0.98779,1.00000
CVE-2023-34362,Progress,MOVEit Transfer,Progress MOVEit Transfer SQL Injection Vulnerability,6/2/2023,"Progress MOVEit Transfer contains a SQL injection vulnerability that could allow an unauthenticated attacker to gain unauthorized access to MOVEit Transfer's database. Depending on the database engine being used (MySQL, Microsoft SQL Server, or Azure SQL), an attacker may be able to infer information about the structure and contents of the database in addition to executing SQL statements that alter or delete database elements.",Apply updates per vendor instructions.,6/23/2023,Known,This CVE has a CISA AA located here: https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-158a. Please see the AA for associated IOCs. Additional information is available at: https://community.progress.com/s/article/MOVEit-Transfer-Critical-Vulnerability-31May2023.,,9.8,0.95418,0.99223,1.00000
CVE-2023-33009,Zyxel,Multiple Firewalls,Zyxel Multiple Firewalls Buffer Overflow Vulnerability,6/5/2023,"Zyxel ATP, USG FLEX, USG FLEX 50(W), USG20(W)-VPN, VPN, and ZyWALL/USG firewalls contain a buffer overflow vulnerability in the notification function that could allow an unauthenticated attacker to cause denial-of-service (DoS) conditions and remote code execution on an affected device.",Apply updates per vendor instructions.,6/26/2023,Unknown,https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-multiple-buffer-overflow-vulnerabilities-of-firewalls,,9.8,0.02865,0.89724,0.61597
CVE-2023-33010,Zyxel,Multiple Firewalls,Zyxel Multiple Firewalls Buffer Overflow Vulnerability,6/5/2023,"Zyxel ATP, USG FLEX, USG FLEX 50(W), USG20(W)-VPN, VPN, and ZyWALL/USG firewalls contain a buffer overflow vulnerability in the ID processing function that could allow an unauthenticated attacker to cause denial-of-service (DoS) conditions and remote code execution on an affected device.",Apply updates per vendor instructions.,6/26/2023,Unknown,https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-multiple-buffer-overflow-vulnerabilities-of-firewalls,,9.8,0.02865,0.89724,0.61597
CVE-2023-3079,Google,Chromium V8 Engine,Google Chromium V8 Type Confusion Vulnerability,6/7/2023,Google Chromium V8 contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page.,Apply updates per vendor instructions.,6/28/2023,Unknown,https://chromereleases.googleblog.com/2023/06/stable-channel-update-for-desktop.html,,8.8,0.00418,0.71488,0.57091
CVE-2023-27997,Fortinet,FortiOS and FortiProxy SSL-VPN,Fortinet FortiOS and FortiProxy SSL-VPN Heap-Based Buffer Overflow Vulnerability,6/13/2023,"Fortinet FortiOS and FortiProxy SSL-VPN contain a heap-based buffer overflow vulnerability which can allow an unauthenticated, remote attacker to execute code or commands via specifically crafted requests.",Apply updates per vendor instructions.,7/4/2023,Unknown,https://www.fortiguard.com/psirt/FG-IR-23-097,,9.8,0.15407,0.95378,0.67623
CVE-2023-20887,VMware,Aria Operations for Networks,Vmware Aria Operations for Networks Command Injection Vulnerability,6/22/2023,VMware Aria Operations for Networks (formerly vRealize Network Insight) contains a command injection vulnerability that allows a malicious actor with network access to perform an attack resulting in remote code execution.,Apply updates per vendor instructions.,7/13/2023,Unknown,https://www.vmware.com/security/advisories/VMSA-2023-0012.html,,9.8,0.96325,0.99441,1.00000
CVE-2020-35730,Roundcube,Roundcube Webmail,Roundcube Webmail Cross-Site Scripting (XSS) Vulnerability,6/22/2023,Roundcube Webmail contains a cross-site scripting (XSS) vulnerability that allows an attacker to send a plain text e-mail message with Javascript in a link reference element that is mishandled by linkref_addinindex in rcube_string_replacer.php.,Apply updates per vendor instructions.,7/13/2023,Unknown,https://roundcube.net/news/2020/12/27/security-updates-1.4.10-1.3.16-and-1.2.13,4.3,6.1,0.00462,0.72803,0.57273
CVE-2020-12641,Roundcube,Roundcube Webmail,Roundcube Webmail Remote Code Execution Vulnerability,6/22/2023,Roundcube Webmail contains an remote code execution vulnerability that allows attackers to execute code via shell metacharacters in a configuration setting for im_convert_path or im_identify_path.,Apply updates per vendor instructions.,7/13/2023,Unknown,https://roundcube.net/news/2020/04/29/security-updates-1.4.4-1.3.11-and-1.2.10,7.5,9.8,0.07661,0.93533,0.64429
CVE-2021-44026,Roundcube,Roundcube Webmail,Roundcube Webmail SQL Injection Vulnerability,6/22/2023,Roundcube Webmail is vulnerable to SQL injection via search or search_params.,Apply updates per vendor instructions.,7/13/2023,Unknown,https://roundcube.net/news/2021/11/12/security-updates-1.4.12-and-1.3.17-released,7.5,9.8,0.00842,0.80292,0.58329
CVE-2016-9079,Mozilla,"Firefox, Firefox ESR, and Thunderbird","Mozilla Firefox, Firefox ESR, and Thunderbird Use-After-Free Vulnerability",6/22/2023,"Mozilla Firefox, Firefox ESR, and Thunderbird contain a use-after-free vulnerability in SVG Animation, targeting Firefox and Tor browser users on Windows.",Apply updates per vendor instructions.,7/13/2023,Unknown,https://www.mozilla.org/en-US/security/advisories/mfsa2016-92/#CVE-2016-9079,5,7.5,0.96039,0.99362,1.00000
CVE-2016-0165,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,6/22/2023,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,7/13/2023,Unknown,https://learn.microsoft.com/en-us/security-updates/securitybulletins/2016/ms16-039,7.2,7.8,0.00436,0.72038,0.57190
CVE-2023-32434,Apple,Multiple Products,Apple Multiple Products Integer Overflow Vulnerability,6/23/2023,"Apple iOS. iPadOS, macOS, and watchOS contain an integer overflow vulnerability that could allow an application to execute code with kernel privileges.",Apply updates per vendor instructions.,7/14/2023,Unknown,"https://support.apple.com/en-us/HT213808, https://support.apple.com/en-us/HT213812, https://support.apple.com/en-us/HT213809, https://support.apple.com/en-us/HT213810, https://support.apple.com/en-us/HT213813, https://support.apple.com/en-us/HT213811, https://support.apple.com/en-us/HT213814",,7.8,0.00073,0.30410,0.50469
CVE-2023-32435,Apple,Multiple Products,Apple Multiple Products WebKit Memory Corruption Vulnerability,6/23/2023,"Apple iOS, iPadOS, macOS, and Safari WebKit contain a memory corruption vulnerability that leads to code execution when processing web content.",Apply updates per vendor instructions.,7/14/2023,Unknown,"https://support.apple.com/en-us/HT213670, https://support.apple.com/en-us/HT213671, https://support.apple.com/en-us/HT213676, https://support.apple.com/en-us/HT213811",,8.8,0.00100,0.40987,0.52520
CVE-2023-32439,Apple,Multiple Products,Apple Multiple Products WebKit Type Confusion Vulnerability,6/23/2023,"Apple iOS, iPadOS, macOS, and Safari WebKit contain a type confusion vulnerability that leads to code execution when processing maliciously crafted web content.",Apply updates per vendor instructions.,7/14/2023,Unknown,"https://support.apple.com/en-us/HT213813, https://support.apple.com/en-us/HT213811, https://support.apple.com/en-us/HT213814, https://support.apple.com/en-us/HT213816",,8.8,0.00173,0.54548,0.54474
CVE-2023-20867,VMware,Tools,VMware Tools Authentication Bypass Vulnerability,6/23/2023,"VMware Tools contains an authentication bypass vulnerability in the vgauth module. A fully compromised ESXi host can force VMware Tools to fail to authenticate host-to-guest operations, impacting the confidentiality and integrity of the guest virtual machine. An attacker must have root access over ESXi to exploit this vulnerability.",Apply updates per vendor instructions.,7/14/2023,Unknown,https://www.vmware.com/security/advisories/VMSA-2023-0013.html,,3.9,0.00159,0.52410,0.54056
CVE-2023-27992,Zyxel,Multiple Network-Attached Storage (NAS) Devices,Zyxel Multiple NAS Devices Command Injection Vulnerability,6/23/2023,Multiple Zyxel network-attached storage (NAS) devices contain a pre-authentication command injection vulnerability that could allow an unauthenticated attacker to execute commands remotely via a crafted HTTP request.,Apply updates per vendor instructions.,7/14/2023,Unknown,https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-pre-authentication-command-injection-vulnerability-in-nas-products,,9.8,0.02427,0.88890,0.60901
CVE-2019-17621,D-Link,DIR-859 Router,D-Link DIR-859 Router Command Execution Vulnerability,6/29/2023,"D-Link DIR-859 router contains a command execution vulnerability in the UPnP endpoint URL, /gena.cgi. Exploitation allows an unauthenticated remote attacker to execute system commands as root by sending a specially crafted HTTP SUBSCRIBE request to the UPnP service when connecting to the local network.",Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.,7/20/2023,Unknown,https://supportannouncement.us.dlink.com/announcement/publication.aspx?name=SAP10147,10,9.8,0.97193,0.99784,1.00000
CVE-2019-20500,D-Link,DWL-2600AP Access Point,D-Link DWL-2600AP Access Point Command Injection Vulnerability,6/29/2023,"D-Link DWL-2600AP access point contains an authenticated command injection vulnerability via the Save Configuration functionality in the Web interface, using shell metacharacters in the admin.cgi?action=config_save configBackup or downloadServerip parameter.",Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.,7/20/2023,Unknown,https://supportannouncement.us.dlink.com/announcement/publication.aspx?name=SAP10113,7.2,7.8,0.01308,0.84486,0.59089
CVE-2021-25487,Samsung,Mobile Devices,Samsung Mobile Devices Out-of-Bounds Read Vulnerability,6/29/2023,"Samsung mobile devices contain an out-of-bounds read vulnerability within the modem interface driver due to a lack of boundary checking of a buffer in set_skb_priv(), leading to remote code execution by dereference of an invalid function pointer.",Apply updates per vendor instructions or discontinue use of the product if updates are unavailable,7/20/2023,Unknown,https://security.samsungmobile.com/securityUpdate.smsb?year=2021&month=10,4.6,7.8,0.00067,0.27791,0.49817
CVE-2021-25489,Samsung,Mobile Devices,Samsung Mobile Devices Improper Input Validation Vulnerability,6/29/2023,Samsung mobile devices contain an improper input validation vulnerability within the modem interface driver that results in a format string bug leading to kernel panic.,Apply updates per vendor instructions or discontinue use of the product if updates are unavailable,7/20/2023,Unknown,https://security.samsungmobile.com/securityUpdate.smsb?year=2021&month=10,4.9,5.5,0.00139,0.49403,0.53487
CVE-2021-25394,Samsung,Mobile Devices,Samsung Mobile Devices Race Condition Vulnerability,6/29/2023,Samsung mobile devices contain a race condition vulnerability within the MFC charger driver that leads to a use-after-free allowing for a write given a radio privilege is compromised.,Apply updates per vendor instructions or discontinue use of the product if updates are unavailable,7/20/2023,Unknown,https://security.samsungmobile.com/securityUpdate.smsb?year=2021&month=5,4.4,6.4,0.00078,0.32146,0.50931
CVE-2021-25395,Samsung,Mobile Devices,Samsung Mobile Devices Race Condition Vulnerability,6/29/2023,Samsung mobile devices contain a race condition vulnerability within the MFC charger driver that leads to a use-after-free allowing for a write given a radio privilege is compromised.,Apply updates per vendor instructions or discontinue use of the product if updates are unavailable,7/20/2023,Unknown,https://security.samsungmobile.com/securityUpdate.smsb?year=2021&month=5,4.4,6.4,0.00238,0.61941,0.55450
CVE-2021-25371,Samsung,Mobile Devices,Samsung Mobile Devices Unspecified Vulnerability,6/29/2023,Samsung mobile devices contain an unspecified vulnerability within DSP driver that allows attackers to load ELF libraries inside DSP.,Apply updates per vendor instructions or discontinue use of the product if updates are unavailable,7/20/2023,Unknown,https://security.samsungmobile.com/securityUpdate.smsb?year=2021&month=3,7.2,6.7,0.00078,0.32146,0.50931
CVE-2021-25372,Samsung,Mobile Devices,Samsung Mobile Devices Improper Boundary Check Vulnerability,6/29/2023,Samsung mobile devices contain an improper boundary check vulnerability within DSP driver that allows for out-of-bounds memory access.,Apply updates per vendor instructions or discontinue use of the product if updates are unavailable,7/20/2023,Unknown,https://security.samsungmobile.com/securityUpdate.smsb?year=2021&month=3,7.2,6.7,0.00078,0.32146,0.50931
CVE-2021-29256,Arm,Mali Graphics Processing Unit (GPU),Arm Mali GPU Kernel Driver Use-After-Free Vulnerability,7/7/2023,Arm Mali GPU Kernel Driver contains a use-after-free vulnerability that may allow a non-privileged user to gain root privilege and/or disclose information.,Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.,7/28/2023,Unknown,https://developer.arm.com/Arm%20Security%20Center/Mali%20GPU%20Driver%20Vulnerabilities,9,8.8,0.02466,0.88970,0.60962
CVE-2023-32046,Microsoft,Windows,Microsoft Windows MSHTML Platform Privilege Escalation Vulnerability,7/11/2023,Microsoft Windows MSHTML Platform contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.,8/1/2023,Unknown,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-32046,,7.8,0.00115,0.45167,0.53100
CVE-2023-32049,Microsoft,Windows,Microsoft Windows Defender SmartScreen Security Feature Bypass Vulnerability,7/11/2023,Microsoft Windows Defender SmartScreen contains a security feature bypass vulnerability that allows an attacker to bypass the Open File - Security Warning prompt.,Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.,8/1/2023,Unknown,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-32049,,8.8,0.00961,0.81598,0.58372
CVE-2023-35311,Microsoft,Outlook,Microsoft Outlook Security Feature Bypass Vulnerability,7/11/2023,Microsoft Outlook contains a security feature bypass vulnerability that allows an attacker to bypass the Microsoft Outlook Security Notice prompt.,Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.,8/1/2023,Unknown,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-35311,,8.8,0.00968,0.81668,0.58374
CVE-2023-36874,Microsoft,Windows,Microsoft Windows Error Reporting Service Privilege Escalation Vulnerability,7/11/2023,Microsoft Windows Error Reporting Service contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.,8/1/2023,Unknown,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-36874,,7.8,0.00147,0.50678,0.53578
CVE-2022-31199,Netwrix,Auditor,Netwrix Auditor Insecure Object Deserialization Vulnerability,7/11/2023,"Netwrix Auditor User Activity Video Recording component contains an insecure objection deserialization vulnerability that allows an unauthenticated, remote attacker to execute code as the NT AUTHORITY\SYSTEM user. Successful exploitation requires that the attacker is able to reach port 9004/TCP, which is commonly blocked by standard enterprise firewalling.",Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.,8/1/2023,Known,Patch application requires login to customer portal: https://security.netwrix.com/Account/SignIn?ReturnUrl=%2FAdvisories%2FADV-2022-003,,9.8,0.51002,0.97257,0.84014
CVE-2022-29303,SolarView,Compact,SolarView Compact Command Injection Vulnerability,7/13/2023,SolarView Compact contains a command injection vulnerability due to improper validation of input values on the send test mail console of the product's web server.,Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.,8/3/2023,Unknown,https://jvn.jp/en/vu/JVNVU92327282/,10,9.8,0.95299,0.99195,1.00000
CVE-2023-37450,Apple,Multiple Products,Apple Multiple Products WebKit Code Execution Vulnerability,7/13/2023,"Apple iOS, iPadOS, macOS, and Safari WebKit contain an unspecified vulnerability that can allow an attacker to execute code when processing web content.",Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.,8/3/2023,Unknown,"https://support.apple.com/en-us/HT213826, https://support.apple.com/en-us/HT213841, https://support.apple.com/en-us/HT213843, https://support.apple.com/en-us/HT213846, https://support.apple.com/en-us/HT213848",,8.8,0.00112,0.44423,0.52992
CVE-2023-36884,Microsoft,Windows,Microsoft Windows Search Remote Code Execution Vulnerability,7/17/2023,"Microsoft Windows Search contains an unspecified vulnerability that could allow an attacker to evade Mark of the Web (MOTW) defenses via a specially crafted malicious file, leading to remote code execution.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,8/29/2023,Known,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36884,,7.5,0.50058,0.97230,0.83107
CVE-2023-3519,Citrix,NetScaler ADC and NetScaler Gateway,Citrix NetScaler ADC and NetScaler Gateway Code Injection Vulnerability,7/19/2023,Citrix NetScaler ADC and NetScaler Gateway contains a code injection vulnerability that allows for unauthenticated remote code execution.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,8/9/2023,Known,https://support.citrix.com/article/CTX561482/citrix-adc-and-citrix-gateway-security-bulletin-for-cve20233519-cve20233466-cve20233467,,9.8,0.89042,0.98487,1.00000
CVE-2023-29298,Adobe,ColdFusion,Adobe ColdFusion Improper Access Control Vulnerability,7/20/2023,Adobe ColdFusion contains an improper access control vulnerability that allows for a security feature bypass.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,8/10/2023,Unknown,https://helpx.adobe.com/security/products/coldfusion/apsb23-40.html,,7.5,0.77130,0.97941,1.00000
CVE-2023-38205,Adobe,ColdFusion,Adobe ColdFusion Improper Access Control Vulnerability,7/20/2023,Adobe ColdFusion contains an improper access control vulnerability that allows for a security feature bypass.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,8/10/2023,Unknown,https://helpx.adobe.com/security/products/coldfusion/apsb23-47.html,,7.5,0.84215,0.98212,1.00000
CVE-2023-35078,Ivanti,Endpoint Manager Mobile (EPMM),Ivanti Endpoint Manager Mobile Authentication Bypass Vulnerability,7/25/2023,"Ivanti Endpoint Manager Mobile (EPMM, previously branded MobileIron Core) contains an authentication bypass vulnerability that allows unauthenticated access to specific API paths. An attacker with access to these API paths can access personally identifiable information (PII) such as names, phone numbers, and other mobile device details for users on a vulnerable system. An attacker can also make other configuration changes including installing software and modifying security profiles on registered devices.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,8/15/2023,Known,https://forums.ivanti.com/s/article/CVE-2023-35078-Remote-unauthenticated-API-access-vulnerability?language=en_US,,9.8,0.95338,0.99204,1.00000
CVE-2023-38606,Apple,Multiple Products,Apple Multiple Products Kernel Unspecified Vulnerability,7/26/2023,"Apple iOS, iPadOS, macOS, tvOS, and watchOS contain an unspecified vulnerability allowing an app to modify a sensitive kernel state.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,8/16/2023,Unknown,"https://support.apple.com/en-us/HT213841, https://support.apple.com/en-us/HT213842, https://support.apple.com/en-us/HT213843,https://support.apple.com/en-us/HT213844,https://support.apple.com/en-us/HT213845,https://support.apple.com/en-us/HT213846,https://support.apple.com/en-us/HT213848",,5.5,0.00340,0.68490,0.56574
CVE-2023-37580,Zimbra,Collaboration (ZCS),Zimbra Collaboration (ZCS) Cross-Site Scripting (XSS) Vulnerability,7/27/2023,Zimbra Collaboration Suite (ZCS) contains a cross-site scripting vulnerability impacting the confidentiality and integrity of data.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,8/17/2023,Unknown,https://wiki.zimbra.com/wiki/Security_Center,,6.1,0.27921,0.96391,0.71774
CVE-2023-35081,Ivanti,Endpoint Manager Mobile (EPMM),Ivanti Endpoint Manager Mobile (EPMM) Path Traversal Vulnerability,7/31/2023,Ivanti Endpoint Manager Mobile (EPMM) contains a path traversal vulnerability that enables an authenticated administrator to perform malicious file writes to the EPMM server. This vulnerability can be used in conjunction with CVE-2023-35078 to bypass authentication and ACLs restrictions (if applicable).,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,8/21/2023,Unknown,https://forums.ivanti.com/s/article/CVE-2023-35081-Arbitrary-File-Write?language=en_US,,7.2,0.67227,0.97658,1.00000
CVE-2017-18368,Zyxel,P660HN-T1A Routers,Zyxel P660HN-T1A Routers Command Injection Vulnerability,8/7/2023,"Zyxel P660HN-T1A routers contain a command injection vulnerability in the Remote System Log forwarding function, which is accessible by an unauthenticated user and exploited via the remote_host parameter of the ViewLog.asp page.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,8/28/2023,Unknown,https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-a-new-variant-of-gafgyt-malware; https://www.zyxel.com/global/en/support/security-advisories/zyxel-security-advisory-for-command-injection-vulnerability-in-p660hn-t1a-dsl-cpe,10,9.8,0.97521,0.99987,1.00000
CVE-2023-38180,Microsoft,.NET Core and Visual Studio,Microsoft .NET Core and Visual Studio Denial-of-Service Vulnerability,8/9/2023,Microsoft .NET Core and Visual Studio contain an unspecified vulnerability that allows for denial-of-service (DoS).,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,8/30/2023,Unknown,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2023-38180,,7.5,0.01014,0.82093,0.58388
CVE-2023-24489,Citrix,Content Collaboration,Citrix Content Collaboration ShareFile Improper Access Control Vulnerability,8/16/2023,Citrix Content Collaboration contains an improper access control vulnerability that could allow an unauthenticated attacker to remotely compromise customer-managed ShareFile storage zones controllers.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,9/6/2023,Unknown,https://support.citrix.com/article/CTX559517/sharefile-storagezones-controller-security-update-for-cve202324489,,9.8,0.96838,0.99627,1.00000
CVE-2023-26359,Adobe,ColdFusion,Adobe ColdFusion Deserialization of Untrusted Data Vulnerability,8/21/2023,Adobe ColdFusion contains a deserialization of untrusted data vulnerability that could result in code execution in the context of the current user.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,9/11/2023,Unknown,https://helpx.adobe.com/security/products/coldfusion/apsb23-25.html,,9.8,0.60648,0.97498,0.96907
CVE-2023-38035,Ivanti,Sentry,Ivanti Sentry Authentication Bypass Vulnerability,8/22/2023,"Ivanti Sentry, formerly known as MobileIron Sentry, contains an authentication bypass vulnerability that may allow an attacker to bypass authentication controls on the administrative interface due to an insufficiently restrictive Apache HTTPD configuration.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,9/12/2023,Unknown,https://forums.ivanti.com/s/article/CVE-2023-38035-API-Authentication-Bypass-on-Sentry-Administrator-Interface?language=en_US,,9.8,0.97163,0.99766,1.00000
